agency_code,category_code,lea_code,name,county,street_addr,stree_addr2,city,zip,phone,grade_span,school_type,calendar_type,url,title_I,stem,School Name,IndianPct,AsianPct,HispanicPct,BlackPct,WhitePct,PacificIslandPct,TwoOrMorePct,MinorityPct,PacificIslandMalePct,TwoOrMoreMalePct,PacificIslandFemalePct,TwoOrMoreFemalePct,pct_eds,eg_index_ALL_AIG,eg_index_ALL_ALL,eg_index_ALL_BL7,eg_index_ALL_EDS,eg_index_ALL_ELS,eg_index_ALL_HI7,eg_index_ALL_SWD,eg_index_ALL_WH7,eg_index_MA_ALL,eg_score_ALL_AIG,eg_score_ALL_ALL,eg_score_ALL_BL7,eg_score_ALL_EDS,eg_score_ALL_ELS,eg_score_ALL_HI7,eg_score_ALL_SWD,eg_score_ALL_WH7,eg_score_MA_ALL,pct_ALL_ELP,pct_EDS_ELP,pct_FEM_ELP,pct_HI7_ELP,pct_MALE_ELP,pct_NSWD_ELP,csi_lp,csi_lg,tsi_cu,tsi_at,grad_project,lp_school,rlp_school,pct_met_Math Grades 3-8_LTG,pct_met_Reading Grades 3-8_LTG,pct_met_Total Targets_LTG,target_list,subgroup_list,pct_met_Math Grades 3-8_PART,pct_met_Science Grades 5&8_PART,pct_met_Total Targets_PART,pct_Math Grades 3-8_BL7_PART_DET,pct_Math Grades 3-8_EDS_PART_DET,pct_Math Grades 3-8_HI7_PART_DET,pct_Math Grades 3-8_SWD_PART_DET,pct_Math Grades 3-8_WH7_PART_DET,pct_Science Grades 5&8_EDS_PART_DET,pct_Science Grades 5&8_WH7_PART_DET,pct_passed_eog_RTA,pct_promoted_RTA,asm_option,subgroup,ma_score,ma_grade,rd_grade,sc_score,ach_score,eg_status,eg_score,spg_grade,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score,aaa_score_ALL_SPG2,aaa_score_BL7_SPG2,aaa_score_EDS_SPG2,aaa_score_ELS_SPG2,aaa_score_HI7_SPG2,aaa_score_SWD_SPG2,aaa_score_WH7_SPG2,ach_score_ALL_SPG2,ach_score_EDS_SPG2,ach_score_SWD_SPG2,eg_score_ALL_SPG2,scgs_score_ALL_SPG2,scgs_score_EDS_SPG2,spg_score_ALL_SPG2,spg_score_EDS_SPG2,spg_score_SWD_SPG2,spg_score_WH7_SPG2,stu_enroll,cte_enrollment_pct,digital_media,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices,crime,short_term,long_term,expulsion,act_per1000_ALL,act_per1000_BL7,act_per1000_EDS,act_per1000_ELS,act_per1000_FEM,act_per1000_HI7,act_per1000_MU7,arr_per1000_ALL,arr_per1000_EDS,arr_per1000_ELS,arr_per1000_FEM,arr_per1000_HI7,arr_per1000_MU7,arr_per1000_SWD,arr_per1000_WH7,bha_per1000_ALL,bha_per1000_BL7,bha_per1000_EDS,bha_per1000_ELS,bha_per1000_FEM,bha_per1000_HI7,bha_per1000_MU7,bha_per1000_SWD,bha_per1000_WH7,exp_per1000_ALL,exp_per1000_FEM,exp_per1000_HI7,exp_per1000_MU7,exp_per1000_SWD,iss_per1000_ALL,iss_per1000_BL7,iss_per1000_EDS,iss_per1000_ELS,iss_per1000_FEM,iss_per1000_HI7,iss_per1000_MU7,iss_per1000_SWD,iss_per1000_WH7,lts_per1000_ALL,lts_per1000_BL7,lts_per1000_EDS,lts_per1000_ELS,lts_per1000_HI7,lts_per1000_MALE,lts_per1000_MU7,lts_per1000_SWD,lts_per1000_WH7,rpt_per1000_ALL,rpt_per1000_BL7,rpt_per1000_EDS,rpt_per1000_ELS,rpt_per1000_FEM,rpt_per1000_HI7,rpt_per1000_MALE,rpt_per1000_MU7,rpt_per1000_SWD,rpt_per1000_WH7,sts_per1000_ALL,sts_per1000_BL7,sts_per1000_EDS,sts_per1000_ELS,sts_per1000_FEM,sts_per1000_HI7,sts_per1000_MALE,sts_per1000_MU7,sts_per1000_SWD,sts_per1000_WH7,pct_ready_kea,welcome_url,unit_code
340326,E,340LEA,Caleb's Creek Elementary,Forsyth,1109 Salem Crossing Rd,0,Kernersville,27284,336-703-6757,P2:05,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/3366,0,0,Caleb's Creek Elementary,0.0027855153203342627,0.018105849582172703,0.14902506963788298,0.18384401114206128,0.5766016713091922,0.0027855153203342627,0.06685236768802229,0.4233983286908078,0.0013927576601671314,0.030640668523676882,0.0013927576601671314,0.036211699164345405,39.1,-0.67,-1.23,-0.77,-1.9,0.31,-0.9,-0.95,-0.29,-1.23,76.6,73.8,76.1,70.5,0.0,75.5,75.2,78.5,73.8,56.5,60.0,50.0,53.3,63.6,68.8,N,N,Y,Y,0,N,N,0.0,40.0,20.0,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7",100.0,100.0,100.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,63.3,90.8,0,ALL,67.0,C,C,72.0,68.0,NotMet,63.8,C,NotMet,Met,67.5,73.7,70.4,67.6,54.4,50.0,54.9,17.6,75.2,72.2,56.4,17.6,73.8,82.2,67.4,73.0,59.0,29.0,77.0,0.0,0.0,1,No,-,No,-,Yes,K:1:2:3:4:5,20.06,53.0,1.26,2007.0,1.13,0.39,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.635,6.452000000000001,6.27,0.0,0.0,0.0,0.0,0.0,2.208,0.0,0.0,0.0,0.0,0.0,19.762999999999998,45.161,12.539000000000001,0.0,0.0,0.0,0.0,11.235999999999999,17.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.843,45.161,43.887,66.667,4.988,19.802,77.54,0.0,78.652,48.565,8.4,https://www.wsfcs.k12.nc.us/Page/55,340380
340330,H,340LEA,Carver High,Forsyth,3545 Carver School Road,0,Winston Salem,27105,336-727-2987,09:12:00,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/227,Y,0,Carver High,0.0,0.008944543828264758,0.36493738819320215,0.5599284436493739,0.025044722719141325,0.0017889087656529515,0.03935599284436494,0.9749552772808586,0.0017889087656529515,0.017889087656529516,0.0,0.02146690518783542,69.2,0.0,3.25,2.85,2.01,1.05,1.63,-0.15,0.0,0.0,0.0,88.1,87.1,85.0,0.0,84.0,79.2,0.0,0.0,9.5,10.6,16.1,8.3,5.0,12.5,N,Y,N,Y,0,N,N,0.0,0.0,66.7,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD",0.0,0.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ALL,0.0,0,0,0.0,41.0,Exceeded,90.1,D,0,0,0.0,0.0,24.3,23.1,24.6,14.3,26.8,7.3,0.0,45.4,43.5,32.2,88.1,0.0,0.0,54.0,52.0,42.0,0.0,563.0,59.5,1,No,-,No,-,Yes,9:10:11:12,7.84,77.0,1.43,2000.0,0.45,2.78,40.75,0.0,0.0,42.5926,38.5757,29.6296,52.6316,6.6667,42.5532,95.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.110999999999999,2.967,12.345999999999998,31.579,3.333,26.596,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,359.259,341.246,385.185,326.316,273.33299999999997,340.426,619.048,572.9169999999998,100.0,3.7037,2.9674,2.4691,10.5263,5.3191,7.4349,0.0,10.4167,0.0,7.407,2.967,2.469,21.053,3.333,15.957,11.152000000000001,0.0,0.0,0.0,361.111,370.92,362.963,242.105,200.0,265.957,501.85900000000004,523.81,729.1669999999997,450.0,0.0,https://www.wsfcs.k12.nc.us/Page/55,340382
340332,H,340LEA,Career Center,Forsyth,910 Highland Court,0,Winston Salem,27101,336-727-8181,09:12:00,CTE School,Traditional,www.wsfcs.k12.nc.us/Domain/104,0,0,0,0.0013598275553166777,0.0292639875443419,0.2772922289101062,0.31994098140532545,0.3275803288555954,0.0016348197258715714,0.042927826003443095,0.6724196711444049,0.0010432190306533056,0.021728887928714562,0.000591600695218266,0.021198938074728533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,0,N,N,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,No,-,No,-,Yes,9:10:11:12,-,95.0,1.08,2003.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.wsfcs.k12.nc.us/Page/55,340384
340334,E,340LEA,Cash Elementary,Forsyth,4700 Old Hollow Road,0,Kernersville,27284,336-703-4174,P2:05,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/3429,0,0,Cash Elementary,0.0015015015015015015,0.010510510510510513,0.09309309309309308,0.22072072072072071,0.6261261261261262,0.003003003003003003,0.045045045045045036,0.3738738738738739,0.003003003003003003,0.028528528528528524,0.0,0.016516516516516516,43.4,-0.81,2.92,-1.68,1.93,0.0,2.9,3.48,4.03,2.92,75.9,87.3,71.6,84.8,0.0,87.2,88.7,90.0,87.3,37.5,46.2,0.0,18.2,38.5,41.7,N,N,N,Y,0,N,N,0.0,0.0,0.0,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7",100.0,100.0,100.0,95.0,95.0,0.0,95.0,95.0,95.0,95.0,57.7,83.8,0,ALL,56.0,C,C,93.0,65.0,Met,83.6,C,Met,Met,80.6,80.2,65.6,44.6,54.7,0.0,68.0,33.7,73.4,69.1,58.2,33.7,87.3,87.8,80.0,73.0,64.0,45.0,80.0,0.0,0.0,1,Yes,5,No,-,No,-,16.75,57.0,1.14,1999.0,1.63,0.0,2.12,0.0,0.0,1.4815,0.0,3.3003,0.0,0.0,0.0,34.4828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809999999999999,0.0,3.3,0.0,0.0,0.0,0.0,0.0,2.309,0.0,0.0,0.0,0.0,0.0,50.37,128.378,85.809,0.0,8.876,0.0,103.448,31.496,27.714000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63,54.053999999999995,56.106,0.0,14.793,50.0,43.86,34.483000000000004,31.496,18.476,39.8,https://www.wsfcs.k12.nc.us/Page/55,340385
340336,H,340LEA,Carter High School,Forsyth,851 Highland Court,0,Winston Salem,27101,336-703-4119,09:12:00,EC School,Traditional,www.wsfcs.k12.nc.us/Domain/188,0,0,Carter High School,0.0,0.0,0.23497267759562845,0.3825136612021858,0.33879781420765026,0.0,0.04371584699453552,0.6612021857923497,0.0,0.02185792349726776,0.0,0.02185792349726776,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.1,15.4,20.0,25.0,0.0,N,Y,Y,Y,0,N,N,0.0,0.0,25.0,"Math Grade 11,Reading Grade 10","ALL,SWD",0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,ALL,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,74.6,-,No,-,No,-,No,-,0,26.0,0.9,0.0,0.62,0.0,18.18,0.0,0.0,10.8108,27.7778,13.8889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.622,0.0,41.667,80.0,0.0,43.478,0.0,20.305,35.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.811,27.778000000000002,13.889000000000001,0.0,0.0,0.0,17.544,0.0,5.0760000000000005,0.0,172.97299999999996,138.889,180.55599999999998,200.0,98.59200000000001,152.174,219.298,0.0,162.437,87.719,0.0,https://www.wsfcs.k12.nc.us/Page/55,340390
340344,E,340LEA,Childrens Center,Forsyth,2315 Coliseum Drive,0,Winston Salem,27106,336-727-2440,P0:05,EC School,Traditional,www.wsfcs.k12.nc.us/Domain/3517,0,0,Childrens Center,0.0,0.0,0.1836734693877551,0.32653061224489793,0.4489795918367347,0.0,0.040816326530612235,0.5510204081632653,0.0,0.020408163265306117,0.0,0.020408163265306117,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,Y,Y,0,N,N,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,ALL,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,No,-,No,-,No,-,0,21.0,2.1,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.wsfcs.k12.nc.us/Page/55,340392
340348,E,340LEA,Clemmons Elementary,Forsyth,6200 Bingham Avenue,0,Clemmons,27012,336-703-4210,P2:05,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/3548,0,0,Clemmons Elementary,0.002522068095838588,0.04791929382093316,0.11097099621689786,0.09205548549810844,0.6834804539722572,0.0,0.06305170239596469,0.31651954602774274,0.0,0.0403530895334174,0.0,0.02269861286254729,21.0,3.92,4.39,1.03,-0.24,0.0,0.2,0.02,4.82,4.39,89.8,90.6,82.5,78.8,0.0,80.5,80.0,91.3,90.6,59.1,61.5,41.7,52.6,80.0,60.0,N,N,N,N,0,N,N,0.0,20.0,10.0,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7",100.0,100.0,100.0,95.0,95.0,95.0,95.0,95.0,0.0,95.0,79.6,95.0,0,ALL,83.0,B,B,92.0,84.0,Exceeded,87.2,B,Exceeded,Met,89.3,80.3,86.4,69.1,72.6,83.3,82.9,53.3,89.4,87.2,72.6,53.3,90.6,92.4,0.0,88.0,74.0,59.0,90.0,0.0,0.0,1,Yes,04:05:00,No,-,Yes,K:1:2:3:4:5,11.88,52.0,1.24,2007.0,1,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.736,0.0,0.0,0.0,0.0,0.0,7.595,29.851,11.696,0.0,0.0,0.0,0.0,10.204,6.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.987000000000002,44.776,52.632,32.258,10.0,11.364,27.638,0.0,0.0,19.097,7.5,https://www.wsfcs.k12.nc.us/Page/55,340398
340350,M,340LEA,Clemmons Middle School,Forsyth,3785 Fraternity Church Road,0,Winston-Salem,27127,336-703-4217,06:08:00,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/1646,0,0,Clemmons Middle School,0.0,0.05573505654281099,0.25767366720516965,0.23424878836833604,0.4079159935379645,0.0008077544426494346,0.04361873990306947,0.5920840064620355,0.0,0.019386106623586436,0.0008077544426494346,0.02423263327948304,48.2,6.43,12.93,7.43,7.51,5.7,5.7,0.67,7.01,12.93,94.0,100.0,95.7,95.8,92.8,92.8,81.6,95.0,100.0,16.3,16.2,22.6,14.5,12.2,22.4,N,N,Y,Y,0,N,N,88.9,100.0,94.7,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7",100.0,100.0,100.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0,ALL,46.0,D,C,78.0,57.0,Met,78.2,C,NotMet,Met,59.6,82.5,65.9,54.3,49.4,36.9,50.8,23.7,81.1,66.9,50.5,23.7,100.0,84.0,72.6,74.0,60.0,35.0,85.0,1180.0,73.47,2,No,-,No,-,Yes,06:07:08,6.23,67.0,1.14,2002.0,1.42,0.85,13.6,0.0,0.0,4.2265,7.0423,5.1370000000000005,0.0,0.0,6.4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7620000000000005,7.0420000000000025,8.562000000000001,21.053,7.22,16.129,0.0,7.353,2.088,0.0,0.0,0.0,0.0,0.0,199.493,429.577,335.616,210.52599999999998,64.982,138.71,526.316,323.529,75.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.442,14.085,22.26,31.579,3.61,19.355,32.659,17.544,14.706,25.052,115.807,158.451,191.78099999999998,178.947,41.51600000000001,112.90299999999999,177.294,175.43900000000005,205.882,87.68299999999998,0.0,https://www.wsfcs.k12.nc.us/Page/55,340400
340351,E,340LEA,Cook Literacy Model School,Forsyth,920 11th Street NW,0,Winston-Salem,27105,336-703-4201,P2:05,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/3611,Y,0,Cook Literacy Model School,0.0,0.004149377593360996,0.11618257261410787,0.8506224066390041,0.012448132780082987,0.0,0.016597510373443983,0.9875518672199172,0.0,0.004149377593360996,0.0,0.012448132780082987,87.8,0.0,3.83,3.91,3.4,0.0,0.0,-0.04,0.0,3.83,0.0,89.5,89.7,88.5,0.0,0.0,0.0,0.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,N,N,0,N,N,100.0,100.0,100.0,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS",100.0,0.0,100.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0,ALL,10.0,F,F,36.0,15.0,Met,78.0,F,Met,Met,76.0,79.0,28.5,26.2,26.8,0.0,0.0,7.1,0.0,28.5,26.8,7.1,89.5,0.0,0.0,41.0,39.0,7.0,0.0,0.0,0.0,1,Yes,PK:K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,33.53,37.0,1.32,2008.0,0.46,12.26,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.48,301.887,239.669,62.5,103.175,45.455,0.0,447.36800000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.215,226.415,169.421,62.5,71.429,45.455,356.522,0.0,500.0,0.0,80.4,https://www.wsfcs.k12.nc.us/Page/55,340403
340354,I,340LEA,The Downtown School,Forsyth,601 N Cherry Street,0,Winston Salem,27101,336-703-4125,P2:08,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/3740,0,0,The Downtown School,0.002531645569620253,0.020253164556962026,0.06835443037974684,0.3772151898734177,0.4607594936708861,0.010126582278481013,0.060759493670886074,0.5392405063291139,0.002531645569620253,0.027848101265822784,0.007594936708860759,0.032911392405063286,17.4,0.35,4.61,2.54,2.41,0.0,0.0,1.58,3.39,4.61,80.8,91.0,86.3,86.0,0.0,0.0,83.9,88.4,91.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,0,N,N,0.0,0.0,0.0,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7",100.0,100.0,100.0,95.0,95.0,0.0,95.0,95.0,0.0,95.0,69.0,88.1,0,ALL,75.0,B,B,77.0,78.0,Exceeded,86.4,B,Exceeded,Exceeded,85.0,87.2,77.6,61.1,58.3,0.0,94.1,52.6,88.2,79.6,58.3,52.6,91.0,92.0,0.0,82.0,64.0,59.0,89.0,134.0,99.25,1,No,-,No,-,Yes,8,22.18,38.0,1.0,1982.0,0.88,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.544,37.5,13.158,0.0,13.636,0.0,0.0,28.570999999999998,4.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.038,25.0,0.0,0.0,9.091000000000001,0.0,19.512,0.0,42.857,9.95,97.7,https://www.wsfcs.k12.nc.us/Page/55,340406
340354,I,340LEA,The Downtown School,Forsyth,601 N Cherry Street,0,Winston Salem,27101,336-703-4125,P2:08,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/3740,0,0,The Downtown School,0.002531645569620253,0.020253164556962026,0.06835443037974684,0.3772151898734177,0.4607594936708861,0.010126582278481013,0.060759493670886074,0.5392405063291139,0.002531645569620253,0.027848101265822784,0.007594936708860759,0.032911392405063286,17.4,0.35,4.61,2.54,2.41,0.0,0.0,1.58,3.39,4.61,80.8,91.0,86.3,86.0,0.0,0.0,83.9,88.4,91.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,0,N,N,0.0,0.0,0.0,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7",100.0,100.0,100.0,95.0,95.0,0.0,95.0,95.0,0.0,95.0,69.0,88.1,0,ALL,75.0,B,B,77.0,78.0,Exceeded,86.4,B,Exceeded,Exceeded,85.0,87.2,77.6,61.1,58.3,0.0,94.1,52.6,88.2,79.6,58.3,52.6,91.0,92.0,0.0,82.0,64.0,59.0,89.0,134.0,99.25,1,No,-,No,-,Yes,8,22.18,38.0,1.0,1982.0,0.88,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.544,37.5,13.158,0.0,13.636,0.0,0.0,28.570999999999998,4.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.038,25.0,0.0,0.0,9.091000000000001,0.0,19.512,0.0,42.857,9.95,97.7,https://www.wsfcs.k12.nc.us/Page/55,340416
340362,H,340LEA,Early College of Forsyth Co,Forsyth,2100 Silas Creek Prky,0,Winston Salem,27103,336-757-3290,09:12:00,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/329,0,0,Early College of Forsyth Co,0.0,0.10305343511450382,0.2709923664122137,0.17938931297709926,0.4122137404580153,0.0,0.03435114503816794,0.5877862595419847,0.0,0.0038167938931297713,0.0,0.03053435114503817,18.2,-3.09,-1.86,-2.72,-1.81,0.0,-0.43,0.0,-1.2,0.0,64.5,70.7,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,0,N,N,0.0,0.0,0.0,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7",0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ALL,0.0,0,0,0.0,95.0,Met,78.3,A,0,0,0.0,0.0,90.2,0.0,0.0,0.0,95.0,0.0,89.3,94.7,0.0,0.0,70.7,0.0,0.0,90.0,0.0,0.0,91.0,268.0,10.45,-,No,-,No,-,Yes,9:10:11:12,0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.745,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.235999999999999,39.216,19.608,0.0,6.25,16.667,18.349,0.0,0.0,0.0,0.0,https://www.wsfcs.k12.nc.us/Page/55,340420
340364,H,340LEA,East Forsyth High,Forsyth,2500 W Mountain Street,0,Kernersville,27284,336-727-2265,09:12:00,Regular School,Traditional,www.wsfcs.k12.nc.us/Domain/348,0,0,East Forsyth High,0.0011634671320535194,0.011052937754508435,0.21465968586387435,0.22047702152414195,0.5095986038394416,0.0,0.04304828388598022,0.4904013961605584,0.0,0.01977894124490983,0.0,0.02326934264107039,36.0,1.32,-3.35,-3.05,-4.38,-2.36,-1.88,-3.42,-0.7,0.0,83.3,63.2,64.7,59.3,68.2,70.6,62.9,76.5,0.0,17.1,20.3,24.0,16.7,10.9,21.6,N,N,Y,N,0,N,N,0.0,0.0,15.0,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7",0.0,0.0,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ALL,0.0,0,0,0.0,68.0,Met,79.8,B,0,0,0.0,0.0,51.0,27.7,33.0,20.2,41.0,11.8,64.6,68.0,50.7,37.5,63.2,0.0,0.0,67.0,52.0,43.0,78.0,1710.0,60.53,1,No,-,No,-,Yes,9:10:11:12,6.19,115.0,1.28,1997.0,0.9,0.63,9.37,0.06,0.0,20.4559,26.738000000000003,30.721999999999998,32.2581,9.3677,25.2101,28.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.338,2.674,1.536,0.0,0.0,0.0,14.286,4.032,2.11,0.0,0.0,0.0,0.0,0.0,88.25200000000002,176.47099999999998,141.321,161.29,58.548,114.846,157.143,177.419,34.81,2.9223,5.3476,4.6083,16.129,8.4034,5.5066,0.0,0.0,0.0,22.794,48.128,36.866,32.258,15.222000000000001,25.21,28.634,28.570999999999998,20.160999999999998,10.549000000000001,147.86700000000005,310.16,254.99200000000002,266.129,104.215,198.88,180.61700000000002,171.429,245.968,56.961999999999996,0.0,https://www.wsfcs.k12.nc.us/Page/55,340424
